method,Area,OA,mACC,mIoU,ceiling,floor,wall,beam,column,window,door,chair,table,bookcase,sofa,board,clutter,best_epoch,log_path,wandb link
pointnext-001-DGNet-lads,5,85.94,69.46,61.91,91.90,97.10,77.64,0.03,26.11,55.85,56.66,75.84,85.55,65.20,66.78,58.81,47.30,71,/home/pzy/code/DGNet/log/s3dis_vMF/s3dis_vMF-train-pointnext-001-DGNet-lads-ngpus1-seed4453-20241202-053643-GRFMjDriSk7yHpeCuYUrez,-
